"unit","tra_meas","tra_cov","schedule","geo_time","2020Q3","2020Q2","2020Q1","2020M09","2020M08","2020M07","2020M06","2020M05","2020M04","2020M03","2020M02","2020M01","2019Q4","2019Q3","2019Q2","2019Q1","2019M12","2019M11","2019M10","2019M09","2019M08","2019M07","2019M06","2019M05","2019M04","2019M03","2019M02","2019M01"
"PAS","PAS_BRD","NAT","N_SCHED","NO",":",13995,14390,":",":",":",6530,4600,2865,3960,2916,7514,10033,6475,9964,7985,5149,2859,2025,1552,1448,3475,5543,2152,2269,3438,1507,3040
"PAS","PAS_BRD","NAT","N_SCHED","PL",":",":",4570,":",":",":",":",":",":",1753,1212,1605,7665,6469,7537,5654,1879,3084,2702,2192,2611,1666,3715,3052,770,2005,1289,2360
"PAS","PAS_BRD","NAT","N_SCHED","PT",":",1892,7085,":",":",":",948,455,489,1103,1584,4398,7647,24662,12656,7916,4381,1724,1542,7484,7557,9621,6786,3771,2099,2491,2285,3140
"PAS","PAS_BRD","NAT","N_SCHED","RO",":",":",798,":",":",":",":",":",":",113,372,313,2614,7279,3678,1704,971,563,1080,2841,3230,1208,1966,1396,316,362,696,646
"PAS","PAS_BRD","NAT","N_SCHED","RS",":",5,4,":",":",":",5,":",":",":",4,":",28,30,39,6,":",15,13,1,25,4,39,0,0,5,0,1
"PAS","PAS_BRD","NAT","N_SCHED","SE",":",":",586,":",":",":",":",":",":",128,213,245,591,726,933,699,207,199,185,238,289,199,432,264,237,180,345,174
"PAS","PAS_BRD","NAT","N_SCHED","SI",":",":",":",":",":",":",":",":",":",":",":",":",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAS","PAS_BRD","NAT","N_SCHED","SK",":",81,155,":",29,50,51,12,18,20,61,74,457,591,640,312,76,129,252,314,105,172,177,383,80,137,114,61
"PAS","PAS_BRD","NAT","N_SCHED","TR",":",":",":",":",":",":",":",":",":",":",":",":",41756,56243,68909,97064,18554,11359,11843,13469,20732,22042,29431,18195,21283,44236,26491,26337
"PAS","PAS_BRD","NAT","N_SCHED","UK",":",99430,163840,":",":",40378,36930,30720,31780,49511,55659,58670,193289,214852,215916,191263,59671,63080,70538,67245,70823,76784,71411,76999,67506,65752,61395,64116
"PAS","PAS_BRD","NAT","SCHED","AT",":",1118,94765,":",10574,8654,1118,":",":",15122,41855,37788,134417,150905,137458,126307,38944,44935,50538,54962,44200,51743,51081,42842,43535,47153,40187,38967
"PAS","PAS_BRD","NAT","SCHED","BE",":",243,644,":",":",":",214,29,0,159,311,174,962,1388,1762,1104,170,261,531,430,333,625,550,842,370,609,237,258
"PAS","PAS_BRD","NAT","SCHED","BG",55883,12885,43266,15916,21798,18169,8414,3007,1464,9016,17084,17166,58288,118689,74017,56118,19221,18697,20370,40065,40065,38559,28823,24058,21136,20429,17223,18466
"PAS","PAS_BRD","NAT","SCHED","CH",":",188,120128,":",":",":",130,58,0,19778,47555,52795,150738,195300,177917,166723,54204,45806,50728,56089,70301,68910,61557,55302,61058,59497,51358,55868
"PAS","PAS_BRD","NAT","SCHED","CY",":",":",0,":",":",":",":",":",":",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22
"PAS","PAS_BRD","NAT","SCHED","CZ",":",0,1395,":",":",165,0,0,0,464,929,2,1659,7173,3977,6216,189,190,1280,2470,2288,2415,3544,157,276,2726,2724,766
"PAS","PAS_BRD","NAT","SCHED","DE",":",281853,3651895,":",424106,404453,186168,68334,27351,643625,1485962,1522308,5643391,5960167,6198344,5461509,1674205,1861078,2108108,2136780,1811168,2012219,2042844,2182902,1972598,2039689,1745775,1676045
"PAS","PAS_BRD","NAT","SCHED","DK",256684,52062,294736,78546,92758,85380,34804,11368,5890,57894,114451,122391,443313,463543,504203,402540,123756,152398,167159,165858,155877,141808,177409,173273,153521,152921,120725,128894
"PAS","PAS_BRD","NAT","SCHED","EE",":",3407,5588,":",":",":",2420,987,":",1040,2172,2376,7509,9640,7929,5986,2652,2335,2522,2504,3520,3616,2882,2511,2536,2264,1791,1931
"PAS","PAS_BRD","NAT","SCHED","EL",":",":",1318944,":",":",":",":",":",":",266781,516797,535366,1790479,2918649,2233207,1533739,516767,549789,723923,890372,1021365,1006912,865947,745766,621494,561590,480388,491761
"PAS","PAS_BRD","NAT","SCHED","ES",":",460800,7254307,":",":",":",347959,77876,34965,1359188,2948993,2946126,10072120,12268661,11095979,9032120,3202079,3208151,3661890,3917828,4113879,4236954,3941917,3635046,3519016,3384615,2803886,2843619
"PAS","PAS_BRD","NAT","SCHED","EU27_2007",":",":",30245428,":",":",":",":",":",":",5395176,12176788,12673464,43237517,50472711,47870380,40060947,13642069,13879513,15715935,16436185,16722288,17314238,16708374,15970161,15191845,14797963,12572582,12690402
"PAS","PAS_BRD","NAT","SCHED","EU27_2020",":",":",26509285,":",":",":",":",":",":",4608506,10691704,11209075,38048699,44737771,42121179,35056095,12002971,12200426,13845302,14629009,14754916,15353846,14810044,13993243,13317892,12964320,10950375,11141400
"PAS","PAS_BRD","NAT","SCHED","EU28",":",":",":",":",":",":",":",":",":",":",":",12702100,43358622,50654624,48019441,40155050,13677502,13916627,15764493,16493938,16784650,17376036,16764035,16018733,15236673,14834825,12600524,12719701
"PAS","PAS_BRD","NAT","SCHED","FI",":",27068,733015,":",53059,35175,16214,7867,2987,153666,294944,284405,811237,617022,702046,921233,307912,264447,238878,242990,200974,173058,212658,233351,256037,338997,299285,282951
"PAS","PAS_BRD","NAT","SCHED","FR",":",536981,5839688,":",":",1495260,424510,78456,34015,1169296,2242156,2428236,7584017,8566171,8449351,7147443,2473318,2394757,2715942,2662402,2841218,3062551,2961232,2692361,2795758,2588252,2205072,2354119
"PAS","PAS_BRD","NAT","SCHED","HR",":",18792,69976,":",27099,22166,14468,4324,":",13985,27355,28636,121105,181913,149061,94103,35433,37114,48558,57753,62362,61798,55661,48572,44828,36862,27942,29299
"PAS","PAS_BRD","NAT","SCHED","HU",":",":",":",":",":",":",":",":",":",":",":",":",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAS","PAS_BRD","NAT","SCHED","IE",":",1634,15393,":",":",":",1079,377,178,3258,6087,6048,22186,29342,25786,19760,7087,6919,8180,9024,10129,10189,9298,9015,7473,7273,6707,5780
"PAS","PAS_BRD","NAT","SCHED","IS",49872,25153,53619,15091,15853,18928,15150,7190,2813,12796,20930,19893,74049,85440,82461,74063,20910,25147,27992,27422,29912,28106,27241,29881,25339,26235,24053,23775
"PAS","PAS_BRD","NAT","SCHED","IT",":",477239,4551398,":",":",":",370818,70610,35811,380456,1935259,2235683,7643364,9398357,8562976,6740099,2486769,2425828,2730767,3037449,3079893,3281015,3128542,2823086,2611348,2482139,2090091,2167869
"PAS","PAS_BRD","NAT","SCHED","LT",":",353,":",":",":",":",353,":",":",":",":",":",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAS","PAS_BRD","NAT","SCHED","LU",":",242,100,":",":",":",242,":",":",":",94,6,298,368,476,259,56,73,169,95,51,222,183,0,293,134,90,35
"PAS","PAS_BRD","NAT","SCHED","LV",":",":",2332,":",":",":",":",":",":",464,868,1000,247,366,541,438,0,0,247,0,142,224,368,117,56,171,84,183
"PAS","PAS_BRD","NAT","SCHED","ME",":",":",":",":",":",":",":",":",":",":",":",":",":",31,":",":",":",":",":",":",":",31,":",":",":",":",":",":"
"PAS","PAS_BRD","NAT","SCHED","MK",":",":",0,":",":",":",":",":",":",":",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAS","PAS_BRD","NAT","SCHED","MT",":",":",0,":",":",":",":",":",":",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAS","PAS_BRD","NAT","SCHED","NL",":",":",2566,":",976,2469,":",":",":",959,790,817,180,281,323,160,180,0,0,145,0,136,323,169,0,0,160,0
"PAS","PAS_BRD","NAT","SCHED","NO",":",995899,3121855,":",":",":",509862,296695,189342,661192,1233955,1226708,4080862,4128582,4188181,3909867,1175472,1363839,1541551,1511712,1395000,1221870,1503456,1420665,1264060,1453165,1232442,1224260
"PAS","PAS_BRD","NAT","SCHED","PL",":",":",345104,":",":",":",":",":",":",53511,143019,148574,509535,517915,498596,424295,163339,169440,176756,173248,171603,173064,165726,172623,160247,155002,134564,134729
"PAS","PAS_BRD","NAT","SCHED","PT",":",40512,785707,":",":",":",32001,6549,1962,164628,307230,313849,1080121,1539121,1333619,1011214,331192,332220,416709,482407,540858,515856,465233,434466,433920,376475,305328,329411
"PAS","PAS_BRD","NAT","SCHED","RO",":",":",238357,":",":",":",":",":",":",43640,102501,92216,341358,339741,332154,310835,104145,119707,117506,114357,107922,117462,112139,118237,101778,116441,103860,90534
"PAS","PAS_BRD","NAT","SCHED","RS",":",":",":",":",":",":",":",":",":",":",":",":",":",":",0,0,":",":",":",":",":",":",0,0,0,0,0,0
"PAS","PAS_BRD","NAT","SCHED","SE",":",":",1260109,":",":",":",":",":",":",271354,502847,485908,1782913,1648359,1809374,1760100,515557,612087,655269,637870,547069,463420,583684,654018,571672,650578,564256,545266
"PAS","PAS_BRD","NAT","SCHED","SI",":",":",":",":",":",":",":",":",":",":",":",":",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAS","PAS_BRD","NAT","SCHED","SK",":",":",0,":",":",":",":",":",":",":",0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,495
"PAS","PAS_BRD","NAT","SCHED","TR",":",":",":",":",":",":",":",":",":",":",":",":",11844952,13459113,12398503,12279132,3642407,3973167,4229378,4323247,4555661,4580205,4495317,3870539,4032647,4179771,3805840,4293521
"PAS","PAS_BRD","NAT","SCHED","UK",":",84031,3806119,":",":",243404,50689,18892,14450,800655,1512439,1493025,5309923,5916853,5898262,5098955,1674531,1716201,1919191,1864929,2029734,2022190,1953991,2025490,1918781,1870505,1650149,1578301
"PAS","PAS_BRD","NAT","TOT","AT",":",1148,95253,":",11575,8973,1148,":",0,15129,41973,38151,136229,156327,141956,129447,39478,45268,51483,56448,46384,53495,53122,44142,44692,47899,40938,40610
"PAS","PAS_BRD","NAT","TOT","BE",":",611,1294,":",":",":",544,55,12,309,578,407,2111,2626,3552,2341,495,619,997,779,704,1143,1125,1512,915,1286,603,452
"PAS","PAS_BRD","NAT","TOT","BG",56585,12893,43363,16074,22042,18469,8418,3011,1464,9035,17111,17217,58783,121331,75300,56132,19275,18930,20578,40997,40997,39337,29607,24521,21172,20429,17237,18466
"PAS","PAS_BRD","NAT","TOT","CH",":",238,120130,":",":",":",132,58,48,19780,47555,52795,150849,195357,178372,167045,54204,45880,50765,56145,70302,68910,61704,55421,61247,59712,51465,55868
"PAS","PAS_BRD","NAT","TOT","CY",":",":",0,":",":",":",":",":",":",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22
"PAS","PAS_BRD","NAT","TOT","CZ",":",168,1490,":",":",1552,100,56,12,499,954,37,2567,21335,12231,6423,467,329,1771,6976,7123,7236,9077,2749,405,2807,2769,847
"PAS","PAS_BRD","NAT","TOT","DE",":",291302,3662177,":",426310,407552,191248,71960,28094,645892,1490874,1525411,5657521,5974439,6215696,5475834,1678418,1866186,2112917,2141778,1816002,2016659,2047881,2189001,1978814,2044324,1751571,1679939
"PAS","PAS_BRD","NAT","TOT","DK",270875,62293,309535,83462,97123,90290,38526,15378,8389,62019,119761,127755,460817,484804,524358,420351,129073,158194,173550,173382,163133,148289,184207,180752,159399,158714,126372,135265
"PAS","PAS_BRD","NAT","TOT","EE",":",3407,5588,":",":",":",2420,987,":",1040,2172,2376,7509,9640,7929,5986,2652,2335,2522,2504,3520,3616,2882,2511,2536,2264,1791,1931
"PAS","PAS_BRD","NAT","TOT","EL",":",":",1327135,":",":",":",":",":",":",268392,520922,537821,1807449,2952783,2260414,1551645,523785,554188,729476,901818,1032762,1018203,875189,756846,628379,568002,485677,497966
"PAS","PAS_BRD","NAT","TOT","ES",":",470017,7302650,":",":",":",356449,78228,35340,1371276,2968235,2963139,10108537,12282233,11156496,9064360,3217230,3220432,3670875,3923723,4118141,4240369,3950168,3653168,3553160,3405908,2809515,2848937
"PAS","PAS_BRD","NAT","TOT","EU27_2007",":",":",30576567,":",":",":",":",":",":",5484863,12298652,12793052,43654834,51067684,48427507,40440899,13784039,14012266,15858529,16620464,16930839,17516381,16917472,16152319,15357716,14942970,12691519,12806410
"PAS","PAS_BRD","NAT","TOT","EU27_2020",":",":",26676754,":",":",":",":",":",":",4648682,10758030,11270042,38274249,45120350,42465449,35245700,12085438,12270253,13918558,14747712,14892899,15479739,14948550,14099846,13417053,13043833,11008162,11193705
"PAS","PAS_BRD","NAT","TOT","EU28",":",":",":",":",":",":",":",":",":",":",":",12821737,43777461,51252055,48579627,40535918,13819640,14049534,15908287,16679886,16993456,17578713,16973952,16202335,15403340,14980090,12719706,12836122
"PAS","PAS_BRD","NAT","TOT","FI",":",27118,740737,":",53140,35381,16216,7891,3011,155129,298201,287407,813965,617906,704063,929020,309695,265289,238981,243141,201551,173214,212707,233897,257459,341759,301953,285308
"PAS","PAS_BRD","NAT","TOT","FR",":",549190,5894173,":",":",1544693,433223,80985,34982,1183442,2263536,2447195,7675384,8680871,8553989,7207700,2506280,2423642,2745462,2699574,2880324,3100973,3001841,2727652,2824496,2612678,2225886,2369136
"PAS","PAS_BRD","NAT","TOT","HR",":",18792,70146,":",27150,22332,14468,4324,":",13985,27476,28685,122627,184371,152120,95019,35601,37268,49758,59422,62617,62332,56480,50016,45624,37120,28187,29712
"PAS","PAS_BRD","NAT","TOT","HU",":",48,11,":",":",":",35,13,":",":",":",11,19,18,211,24,2,1,16,3,0,15,211,0,0,24,0,0
"PAS","PAS_BRD","NAT","TOT","IE",":",1640,15486,":",":",":",1079,379,182,3270,6122,6094,23740,31004,27115,20871,7093,8107,8540,10169,10566,10269,9751,9349,8015,7403,7688,5780
"PAS","PAS_BRD","NAT","TOT","IS",51408,25991,54627,15361,16495,19552,15820,7338,2833,13019,21337,20271,75734,90243,85643,75394,21257,25740,28737,28563,31722,29958,29168,30737,25738,26801,24504,24089
"PAS","PAS_BRD","NAT","TOT","IT",":",484009,4560001,":",":",":",374740,72247,37022,381580,1939093,2239328,7659961,9509298,8625260,6753877,2492663,2429231,2738067,3064558,3125423,3319317,3172085,2834010,2619165,2488242,2093990,2171645
"PAS","PAS_BRD","NAT","TOT","LT",":",710,29,":",":",":",707,3,":",":",29,":",8,5,0,2,0,0,8,0,0,5,0,0,0,2,0,0
"PAS","PAS_BRD","NAT","TOT","LU",":",242,100,":",":",":",242,":",":",":",94,6,484,368,476,259,242,73,169,95,51,222,183,0,293,134,90,35
"PAS","PAS_BRD","NAT","TOT","LV",":",":",2332,":",":",":",":",":",":",464,868,1000,3362,5071,4668,2533,1029,976,1357,1243,1868,1960,1789,1497,1382,907,820,806
"PAS","PAS_BRD","NAT","TOT","ME",":",":",":",":",":",":",":",":",":",":",":",":",":",31,":",":",":",":",":",":",":",31,":",":",":",":",":",":"
"PAS","PAS_BRD","NAT","TOT","MK",":",":",0,":",":",":",":",":",":",":",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAS","PAS_BRD","NAT","TOT","MT",":",":",0,":",":",":",":",":",":",0,0,0,0,7,6,157,0,0,0,0,4,3,6,0,0,0,157,0
"PAS","PAS_BRD","NAT","TOT","NL",":",20,2783,":",1534,2482,12,4,4,971,992,820,275,1050,422,473,213,32,30,151,485,414,381,13,28,260,181,32
"PAS","PAS_BRD","NAT","TOT","NO",":",1009894,3136245,":",":",":",516392,301295,192207,665152,1236871,1234222,4090895,4135057,4198145,3917852,1180621,1366698,1543576,1513264,1396448,1225345,1508999,1422817,1266329,1456603,1233949,1227300
"PAS","PAS_BRD","NAT","TOT","PL",":",":",349674,":",":",":",":",":",":",55264,144231,150179,517200,524384,506133,429949,165218,172524,179458,175440,174214,174730,169441,175675,161017,157007,135853,137089
"PAS","PAS_BRD","NAT","TOT","PT",":",42404,792792,":",":",":",32949,7004,2451,165731,308814,318247,1087768,1563783,1346275,1019130,335573,333944,418251,489891,548415,525477,472019,438237,436019,378966,307613,332551
"PAS","PAS_BRD","NAT","TOT","RO",":",":",239155,":",":",":",":",":",":",43753,102873,92529,343972,347020,335832,312539,105116,120270,118586,117198,111152,118670,114105,119633,102094,116803,104556,91180
"PAS","PAS_BRD","NAT","TOT","RS",":",5,4,":",":",":",5,":",":",":",4,":",28,30,39,6,":",15,13,1,25,4,39,0,0,5,0,1
"PAS","PAS_BRD","NAT","TOT","SE",":",":",1260695,":",":",":",":",":",":",271482,503060,486153,1783504,1649085,1810307,1760799,515764,612286,655454,638108,547358,463619,584116,654282,571909,650758,564601,545440
"PAS","PAS_BRD","NAT","TOT","SI",":",":",":",":",":",":",":",":",":",":",":",":",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAS","PAS_BRD","NAT","TOT","SK",":",81,155,":",29,50,51,12,18,20,61,74,457,591,640,807,76,129,252,314,105,172,177,383,80,137,114,556
"PAS","PAS_BRD","NAT","TOT","TR",":",":",":",":",":",":",":",":",":",":",":",":",11886708,13515356,12467412,12376196,3660961,3984526,4241221,4336716,4576393,4602247,4524748,3888734,4053930,4224007,3832331,4319858
"PAS","PAS_BRD","NAT","TOT","UK",":",183461,3969959,":",":",283782,87619,49612,46230,850166,1568098,1551695,5503212,6131705,6114178,5290218,1734202,1779281,1989729,1932174,2100557,2098974,2025402,2102489,1986287,1936257,1711544,1642417
"PAS","PAS_BRD","NAT","UNK","EU27_2007",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_BRD","NAT","UNK","EU27_2020",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_BRD","NAT","UNK","EU28",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_BRD","NAT","UNK","IT",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_BRD","NAT","UNK","PT",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_BRD","NAT","UNK","SE",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_BRD","TOTAL","N_SCHED","AT",":",7069,264276,":",12191,7761,1435,2242,3392,44106,125388,94782,143806,447683,279687,312321,58642,31124,54040,116670,170093,160920,148008,78191,53488,104289,110054,97978
"PAS","PAS_BRD","TOTAL","N_SCHED","BE",":",13995,70286,":",":",":",7365,3630,3000,19442,27620,23224,126444,433737,245377,87939,27384,31262,67798,104663,158662,170412,93544,78292,73541,34747,25115,28077
"PAS","PAS_BRD","TOTAL","N_SCHED","BG",218121,8183,55155,58563,87156,72402,4075,2219,1889,9052,21705,24398,77176,1998802,611034,66944,14637,10526,52013,669310,669310,660182,461194,122347,27493,23218,19390,24336
"PAS","PAS_BRD","TOTAL","N_SCHED","CH",":",4575,63482,":",":",":",390,1374,2811,15992,26626,20864,88646,135299,90264,88203,13970,14858,59818,39736,48052,47511,33146,23096,34022,33692,28411,26100
"PAS","PAS_BRD","TOTAL","N_SCHED","CY",30440,19597,35432,17739,7039,5662,4298,9431,5868,15012,10238,10182,182217,398097,253959,64787,20911,46232,115074,120128,136557,141412,116040,97809,40110,39150,14008,11629
"PAS","PAS_BRD","TOTAL","N_SCHED","CZ",":",6527,46147,":",":",12815,2508,1451,2568,11529,16262,18356,137131,719049,290560,81562,23276,30698,83157,205373,258253,255423,186162,67399,36999,38095,24305,19162
"PAS","PAS_BRD","TOTAL","N_SCHED","DE",":",152473,1129848,":",175303,134723,56761,39593,56119,300920,426357,402571,2060072,3039156,2114261,1110190,404361,517582,1138129,977268,1066641,995247,821189,624080,668992,417140,332138,360912
"PAS","PAS_BRD","TOTAL","N_SCHED","DK",116179,19203,395957,50043,42079,24057,6839,6815,5549,80943,165098,149916,451920,915020,593743,525132,126107,115947,209866,256854,300361,357805,270733,185055,137955,180759,174973,169400
"PAS","PAS_BRD","TOTAL","N_SCHED","EE",":",425,53229,":",":",":",17,293,115,12432,19956,20841,90836,117175,106504,55932,22572,23553,44711,41010,35705,40460,37495,38491,30518,20679,17593,17660
"PAS","PAS_BRD","TOTAL","N_SCHED","EL",":",":",63012,":",":",":",":",":",":",19281,26444,17287,1150677,7636371,3983407,78363,35815,58933,1055929,2273284,2742252,2620835,2299510,1317813,366084,37485,19748,21130
"PAS","PAS_BRD","TOTAL","N_SCHED","ES",":",53622,1700030,":",":",":",24375,14883,14364,387090,650562,662378,2248509,3818042,2829059,1885086,656356,669373,922780,1150902,1365282,1301858,1189895,880883,758281,709976,573178,601932
"PAS","PAS_BRD","TOTAL","N_SCHED","EU27_2007",":",":",5725697,":",":",":",":",":",":",1383863,2199532,2142302,9105477,24278139,14714892,6612833,2199035,2161372,4745070,7294071,8677468,8306600,7055967,4590967,3067958,2428314,2038227,2146292
"PAS","PAS_BRD","TOTAL","N_SCHED","EU27_2020",":",":",5162851,":",":",":",":",":",":",1242679,1995977,1924195,8446905,23270320,13788172,5907703,1992259,1973421,4481225,6999305,8323396,7947619,6722205,4277200,2788767,2191891,1809031,1906781
"PAS","PAS_BRD","TOTAL","N_SCHED","EU28",":",":",":",":",":",":",":",":",":",":",":",2145892,9157193,24449974,14826668,6645413,2206209,2176973,4774011,7346523,8737746,8365705,7108547,4622076,3096045,2447542,2047643,2150228
"PAS","PAS_BRD","TOTAL","N_SCHED","FI",":",6622,300329,":",7930,3314,4268,1017,1337,62511,120573,117245,410422,266987,269283,328029,241879,64318,104225,100910,88268,77809,95407,103179,70697,99942,114006,114081
"PAS","PAS_BRD","TOTAL","N_SCHED","FR",":",121617,580346,":",":",164592,56929,35679,29009,150666,232982,196698,590215,1323271,1087575,662435,192149,141228,256838,387129,508561,427581,386797,362512,338266,260254,211731,190450
"PAS","PAS_BRD","TOTAL","N_SCHED","HR",":",3593,29713,":",9029,4491,318,2205,1070,9871,14909,4933,88307,337488,221110,53007,11484,23391,53432,108015,121920,107553,105681,70233,45196,28782,16256,7969
"PAS","PAS_BRD","TOTAL","N_SCHED","HU",":",2625,17716,":",":",":",102,1409,1114,3570,6175,7971,47030,294672,82089,23998,10019,10431,26580,79354,106966,108352,60247,11700,10142,10327,5196,8475
"PAS","PAS_BRD","TOTAL","N_SCHED","IE",":",9341,57234,":",":",":",2478,4306,2557,11479,22906,22849,50238,193454,122187,82470,21849,9122,19267,56646,70062,66746,69852,40286,12049,33386,27056,22028
"PAS","PAS_BRD","TOTAL","N_SCHED","IS",9371,2529,38762,840,4657,3874,1068,788,673,7543,17266,13953,44209,51925,46937,46066,10189,14349,19671,14615,17357,19953,18259,12421,16257,14719,16680,14667
"PAS","PAS_BRD","TOTAL","N_SCHED","IT",":",74734,268362,":",":",":",30697,21933,22104,36787,118638,112937,434463,1608340,967525,464647,98013,89715,246735,436796,636301,535243,473333,292562,201630,172029,139483,153135
"PAS","PAS_BRD","TOTAL","N_SCHED","LT",":",5302,81554,":",":",":",2668,1281,1353,20428,31447,29679,171407,212830,247492,84878,30554,41290,99563,82994,62654,67182,86168,97374,63950,26718,27166,30994
"PAS","PAS_BRD","TOTAL","N_SCHED","LU",":",486,1179,":",":",":",267,211,8,126,307,746,2223,1934,2496,2036,516,610,1097,776,703,455,798,1259,439,916,439,681
"PAS","PAS_BRD","TOTAL","N_SCHED","LV",":",6586,46075,":",":",":",587,3045,2954,13064,15615,17396,72667,117715,102299,38723,18291,17949,36427,39964,39824,37927,42131,39160,21008,13376,11338,14009
"PAS","PAS_BRD","TOTAL","N_SCHED","ME",":",":",":",":",":",":",":",":",":",":",":",":",20663,328547,133538,5193,846,667,19150,93328,120993,114226,94754,30668,8116,2174,1768,1251
"PAS","PAS_BRD","TOTAL","N_SCHED","MK",":",2738,4575,":",":",":",36,849,1853,2771,488,1316,3399,64453,22237,2363,1313,866,1220,14770,25949,23734,16735,4511,991,489,912,962
"PAS","PAS_BRD","TOTAL","N_SCHED","MT",":",":",16170,":",":",":",":",":",2355,7163,4835,4172,32665,82992,59515,19959,5856,3834,22975,26447,30286,26259,22862,20094,16559,9034,4959,5966
"PAS","PAS_BRD","TOTAL","N_SCHED","NL",":",20976,73596,":",28058,25434,9405,6244,5327,18565,29459,25572,118832,418464,284707,191345,21876,22523,74433,117448,165183,135833,111651,115130,57926,46607,54465,90273
"PAS","PAS_BRD","TOTAL","N_SCHED","NO",":",24047,252716,":",":",":",10660,7405,5982,55546,99112,98058,331010,820916,479746,293426,91354,98950,140706,188010,253276,379630,268886,130365,80495,108838,93299,91289
"PAS","PAS_BRD","TOTAL","N_SCHED","PL",":",":",403184,":",":",":",":",":",":",111733,134839,156612,533772,2170829,1114975,370156,122016,139536,272220,622138,710459,838232,680951,311972,122052,117375,123261,129520
"PAS","PAS_BRD","TOTAL","N_SCHED","PT",":",22599,128413,":",":",":",8894,6874,6831,31714,54611,42088,169644,490725,292190,138311,49925,38573,81146,142892,182772,165061,135182,86182,70826,52852,41049,44410
"PAS","PAS_BRD","TOTAL","N_SCHED","RO",":",":",32394,":",":",":",":",":",":",9474,6268,16652,94586,501896,196450,35341,27672,25104,41810,152477,188388,161031,144002,35940,16508,11259,9714,14368
"PAS","PAS_BRD","TOTAL","N_SCHED","RS",":",13336,12721,":",":",":",2882,4688,5766,4943,2908,4870,15725,231743,56262,7580,2623,5693,7409,53416,89944,88383,46927,6047,3288,2362,1656,3562
"PAS","PAS_BRD","TOTAL","N_SCHED","SE",":",":",2234,":",":",":",":",":",":",618,991,625,2315,3686,3739,3678,680,914,721,1210,1765,711,1258,1185,1296,1177,1201,1300
"PAS","PAS_BRD","TOTAL","N_SCHED","SI",":",133,7243,":",9602,6714,74,2,57,2118,2646,2479,20659,90181,37113,9076,3540,6368,10751,23322,33107,33752,22042,6774,8297,5140,2306,1630
"PAS","PAS_BRD","TOTAL","N_SCHED","SK",":",3719,11639,":",11937,2917,1389,838,1492,2933,5276,3430,30961,435808,110455,13192,10139,8605,12217,88541,170241,177026,81994,19329,9132,5906,3438,3848
"PAS","PAS_BRD","TOTAL","N_SCHED","TR",":",":",":",":",":",":",":",":",":",":",":",":",3706062,11746298,7336936,1089074,375056,638449,2692557,3475796,4250479,4020023,3425734,2683098,1228104,499557,284746,304771
"PAS","PAS_BRD","TOTAL","N_SCHED","UK",":",240969,1502639,":",":",106921,86299,73180,81490,371500,584667,546472,2098984,4762991,3435082,1869654,613524,466325,1019135,1460737,1698304,1603950,1538850,1201034,695198,673152,603059,593443
"PAS","PAS_BRD","TOTAL","SCHED","AT",":",169114,5849316,":",845488,606680,140286,19243,9585,964729,2413149,2471438,8375168,9926251,9096578,7230295,2750672,2570259,3054237,3203736,3359856,3362659,3184662,2972245,2939671,2780226,2252442,2197627
"PAS","PAS_BRD","TOTAL","SCHED","BE",":",137001,5714301,":",":",":",102532,19587,14882,1047876,2332851,2333574,8200864,10125080,9251673,7024365,2544577,2591282,3065005,3231306,3403244,3490530,3172529,3031843,3047301,2617724,2170657,2235984
"PAS","PAS_BRD","TOTAL","SCHED","BG",1176284,255888,1454779,348397,460139,367748,153078,75127,27683,284291,574444,596044,1859477,3657610,2406833,1661574,618801,573802,666874,1223052,1223052,1211506,998072,757488,651273,595661,517654,548259
