"unit","tra_meas","tra_cov","schedule","geo_time","2020Q3","2020Q2","2020Q1","2020M09","2020M08","2020M07","2020M06","2020M05","2020M04","2020M03","2020M02","2020M01","2019Q4","2019Q3","2019Q2","2019Q1","2019M12","2019M11","2019M10","2019M09","2019M08","2019M07","2019M06","2019M05","2019M04","2019M03","2019M02","2019M01"
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","IT",":",278,988,":",":",":",95,68,115,151,511,326,1338,7158,4580,1679,253,192,893,2056,2653,2449,2239,1600,741,642,581,456
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","LT",":",122,213,":",":",":",52,38,32,74,77,62,275,623,462,218,53,56,166,195,201,227,238,170,54,64,69,85
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","LU",":",84,167,":",":",":",67,13,4,41,51,75,262,256,298,186,71,100,91,99,77,80,97,97,104,81,52,53
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","LV",":",78,113,":",":",":",15,30,33,63,21,29,201,423,336,129,62,56,83,111,162,150,166,103,67,36,39,54
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","MT",":",":",384,":",":",":",":",":",77,154,131,99,518,717,368,136,118,126,274,270,294,153,139,124,105,67,33,36
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","NL",":",307,742,":",411,387,163,97,47,200,295,247,1015,2502,3119,2105,239,269,507,844,851,807,959,1331,829,840,637,628
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","PL",":",":",1169,":",":",":",":",":",":",563,242,364,1140,6824,3549,668,215,263,662,1967,2159,2698,2295,902,352,232,222,214
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","PT",":",622,1732,":",":",":",369,174,79,456,691,585,2327,4096,3308,1745,586,663,1078,1225,1373,1498,1273,1147,888,650,527,568
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","RO",":",":",199,":",":",":",":",":",":",64,55,80,427,1189,505,229,137,132,158,399,433,357,350,105,50,62,88,79
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","SE",":",":",269,":",":",":",":",":",":",101,81,87,369,408,462,361,114,108,147,143,144,121,194,148,120,140,125,96
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","SI",":",4,22,":",72,49,1,1,2,12,6,4,40,504,170,16,7,14,19,143,174,187,131,17,22,6,4,6
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","SK",":",132,327,":",211,148,88,26,18,66,120,141,572,1643,891,476,174,191,207,411,587,645,419,257,215,202,146,128
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","UK",":",340,5826,":",":",304,117,90,133,1474,2331,2021,8006,20015,14184,7213,2441,1571,3994,5957,7139,6919,6558,5036,2590,2632,2319,2262
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","AT",":",1958,38967,":",7993,5534,1357,353,248,8225,15253,15489,48159,53551,52102,46415,15790,15139,17230,17618,17804,18129,17726,17379,16997,17210,14399,14806
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","BE",":",1995,35296,":",":",":",1205,443,347,8168,13423,13705,45937,54432,52460,41050,14110,14581,17246,17983,17974,18475,17593,18013,16854,14514,12639,13897
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","BG",9230,2574,8926,2671,3495,3064,1452,783,339,2221,3254,3451,10478,17407,13070,9342,3504,3262,3712,5805,5805,5797,5104,4243,3723,3271,2878,3193
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","CY",6785,341,5560,2267,2677,1841,340,":",1,1307,2166,2087,8803,14170,12284,6453,2276,2448,4079,4563,4814,4793,4530,4215,3539,2411,1960,2082
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","CZ",":",643,15582,":",":",2335,471,164,8,3222,6012,6348,22434,29217,25729,19752,7194,6950,8290,9645,9809,9763,9509,8394,7826,7235,6060,6457
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","DE",":",13123,168003,":",35575,27568,7644,3072,2407,39339,63939,64725,225832,275624,265507,210959,66307,68697,90828,92009,90837,92778,91084,90910,83513,76078,66233,68648
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","DK",14054,2033,34205,5131,4923,4000,1237,432,364,7849,13165,13191,44484,48815,49421,41101,13232,14258,16994,16825,16218,15772,16569,17023,15829,15110,12910,13081
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","EE",":",710,5304,":",":",":",501,177,32,1173,2030,2101,6860,7824,7788,6695,2074,2126,2660,2672,2662,2490,2651,2636,2501,2337,2069,2289
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","EL",":",":",36787,":",":",":",":",":",":",9116,13210,14461,29872,76179,50375,17952,6926,6943,16003,22298,27228,26653,22536,16628,11211,6551,5417,5984
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","ES",":",4249,136322,":",":",":",2897,803,549,32927,51700,51695,194936,277586,253309,168759,56593,56100,82243,88363,94878,94345,89429,85323,78557,61362,51654,55743
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","EU27_2007",":",":",641037,":",":",":",":",":",":",147462,243507,250068,833480,1070029,998861,748012,254354,251879,327247,347073,361470,361486,347231,339527,312103,269424,233039,245549
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","FI",":",2626,21640,":",2970,2298,1200,743,683,5243,7950,8447,26881,29565,29309,25909,8329,8524,10028,10027,9826,9712,9901,10106,9302,9208,7995,8706
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","FR",":",4613,96946,":",":",15837,2913,924,776,22521,36905,37520,127728,164273,157249,114239,39118,38501,50109,52657,55328,56288,53348,53419,50482,41382,35710,37147
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","HU",":",1695,17008,":",":",":",1071,370,254,4141,6232,6635,21186,23004,22112,17941,6989,6693,7504,7495,7803,7706,7379,7555,7178,6432,5564,5945
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","IE",":",2847,43416,":",":",":",1079,880,888,12190,15300,15926,52649,63636,61064,48709,16628,16192,19829,20393,21621,21622,20718,20813,19533,17259,15173,16277
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","IT",":",4643,101286,":",":",":",2827,948,868,15105,42795,43386,151074,202035,184992,132974,46236,45384,59454,64620,68388,69027,64397,62240,58355,47834,41641,43499
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","LT",":",562,7660,":",":",":",504,58,":",1669,2908,3083,9559,10269,10065,8904,3045,3025,3489,3443,3501,3325,3338,3493,3234,3076,2770,3058
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","LU",":",578,9426,":",":",":",556,20,2,2138,3543,3745,11979,12815,12848,10594,3763,3815,4401,4385,4062,4368,4315,4413,4120,3740,3354,3500
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","LV",":",859,10067,":",":",":",745,114,":",2138,3779,4150,12978,14883,14416,11716,4219,4010,4749,4772,5055,5056,4845,4929,4642,4122,3579,4015
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","MT",":",":",6689,":",":",":",":",":",":",1335,2599,2755,9998,12800,12027,7836,3043,2991,3964,4115,4350,4335,4094,4084,3849,2883,2329,2624
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","NL",":",7778,74653,":",18962,12207,4059,2208,1511,18702,27171,28780,93713,105030,103283,85886,29518,29088,35107,34913,35160,34957,34538,35663,33082,30754,26991,28141
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","PL",":",":",44185,":",":",":",":",":",":",8317,17406,18462,57647,65635,62666,52063,18749,18190,20708,21677,22329,21629,21130,21499,20037,18189,16243,17631
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","PT",":",4694,44760,":",":",":",2864,1579,251,11294,16693,16773,59297,76158,71363,50341,17908,17811,23578,24298,26001,25859,24175,24300,22888,18345,15470,16526
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","RO",":",":",22393,":",":",":",":",":",":",5277,8178,8938,28467,33048,30610,25323,9310,8846,10311,10584,11256,11208,10336,10349,9925,8591,7809,8923
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","SE",":",":",34735,":",":",":",":",":",":",8539,12851,13345,44342,51297,51218,42889,13332,14208,16802,17507,17055,16735,17554,17567,16097,15522,13260,14107
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","SI",":",55,1331,":",251,190,54,":",1,292,517,522,1482,3168,3520,2980,580,502,400,921,1105,1142,1138,1222,1160,1057,926,997
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","SK",":",39,2004,":",476,256,38,1,":",322,813,869,2780,3762,3282,2633,910,846,1024,1202,1283,1277,1204,1061,1017,912,820,901
"FLIGHT","CAF_PAS","INTL_IEU27_2007","SCHED","UK",":",8615,195842,":",":",25514,3911,2396,2308,48345,73178,74319,256637,325272,309054,235216,80041,76433,100163,104329,110691,110252,106328,105958,96768,84653,74199,76364
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","AT",":",2007,40230,":",8132,5636,1384,363,260,8422,15876,15932,48678,55982,53630,48018,16047,15217,17414,18252,18677,19053,18612,17808,17210,17706,14986,15326
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","BE",":",4735,37236,":",":",":",2624,1186,925,8622,14165,14449,49568,58402,55503,43222,14835,15432,19301,19977,18827,19598,18731,19053,17719,15361,13316,14545
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","BG",10656,2636,9144,2994,4068,3594,1483,795,358,2254,3352,3538,10646,26333,15967,9550,3557,3277,3812,8767,8767,8799,7344,4874,3749,3319,2948,3283
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","CY",7468,697,6029,2568,2874,2026,457,134,106,1495,2321,2213,9863,15571,13353,7087,2494,2768,4601,5012,5294,5265,4967,4607,3779,2718,2135,2234
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","CZ",":",1093,16475,":",":",2779,754,264,75,3419,6341,6715,23839,31647,27543,20965,7597,7451,8791,10429,10617,10601,10294,8925,8324,7697,6449,6819
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","DE",":",15333,172494,":",37637,29629,8896,3632,2805,40412,65705,66377,231516,282021,272028,216389,67968,70530,93018,94503,92537,94981,93485,93164,85379,78101,68016,70272
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","DK",15212,2331,36276,5605,5329,4278,1373,524,434,8305,14020,13951,46788,53517,52736,43683,13859,14854,18075,18232,17716,17569,18095,18107,16534,16024,13736,13923
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","EE",":",722,5373,":",":",":",502,186,34,1194,2054,2125,6998,8245,8020,6815,2092,2150,2756,2804,2790,2651,2779,2708,2533,2378,2108,2329
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","EL",":",":",39334,":",":",":",":",":",":",10127,14023,15184,36875,115992,73166,18845,7319,7565,21991,34163,41321,40508,34859,24528,13779,6904,5677,6264
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","ES",":",5481,146589,":",":",":",3582,1094,805,35650,55487,55452,209572,303336,273131,180393,60659,60576,88337,96038,103916,103382,97673,91794,83664,65639,55286,59468
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","EU27_2007",":",":",672263,":",":",":",":",":",":",155730,255413,261120,876350,1173634,1070879,783219,265552,262813,347985,379700,396594,397340,380022,363780,327077,282558,244304,256357
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","FI",":",2721,23263,":",3075,2369,1253,763,705,5607,8610,9046,29103,31074,30759,27617,9691,8868,10544,10566,10313,10195,10459,10668,9632,9719,8599,9299
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","FR",":",5931,102786,":",":",18618,3843,1199,889,23943,39335,39508,133481,177024,167835,121128,40914,40001,52566,56501,59754,60769,57348,57106,53381,43999,37996,39133
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","HU",":",1707,17070,":",":",":",1073,375,259,4149,6255,6666,21279,23876,22370,18016,7027,6713,7539,7743,8108,8025,7566,7594,7210,6458,5579,5979
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","IE",":",2941,43828,":",":",":",1115,915,911,12315,15442,16071,52988,64895,61873,49266,16783,16262,19943,20752,22069,22074,21173,21081,19619,17486,15352,16428
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","IT",":",4921,102274,":",":",":",2922,1016,983,15256,43306,43712,152412,209193,189572,134653,46489,45576,60347,66676,71041,71476,66636,63840,59096,48476,42222,43955
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","LT",":",684,7873,":",":",":",556,96,32,1743,2985,3145,9834,10892,10527,9122,3098,3081,3655,3638,3702,3552,3576,3663,3288,3140,2839,3143
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","LU",":",662,9593,":",":",":",623,33,6,2179,3594,3820,12241,13071,13146,10780,3834,3915,4492,4484,4139,4448,4412,4510,4224,3821,3406,3553
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","LV",":",937,10180,":",":",":",760,144,33,2201,3800,4179,13179,15306,14752,11845,4281,4066,4832,4883,5217,5206,5011,5032,4709,4158,3618,4069
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","MT",":",":",7073,":",":",":",":",":",77,1489,2730,2854,10516,13517,12395,7972,3161,3117,4238,4385,4644,4488,4233,4208,3954,2950,2362,2660
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","NL",":",8085,75395,":",19373,12594,4222,2305,1558,18902,27466,29027,94728,107532,106402,87991,29757,29357,35614,35757,36011,35764,35497,36994,33911,31594,27628,28769
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","PL",":",":",45354,":",":",":",":",":",":",8880,17648,18826,58787,72459,66215,52731,18964,18453,21370,23644,24488,24327,23425,22401,20389,18421,16465,17845
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","PT",":",5316,46492,":",":",":",3233,1753,330,11750,17384,17358,61624,80254,74671,52086,18494,18474,24656,25523,27374,27357,25448,25447,23776,18995,15997,17094
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","RO",":",":",22592,":",":",":",":",":",":",5341,8233,9018,28894,34237,31115,25552,9447,8978,10469,10983,11689,11565,10686,10454,9975,8653,7897,9002
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","SE",":",":",35004,":",":",":",":",":",":",8640,12932,13432,44711,51705,51680,43250,13446,14316,16949,17650,17199,16856,17748,17715,16217,15662,13385,14203
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","SI",":",59,1353,":",323,239,55,1,3,304,523,526,1522,3672,3690,2996,587,516,419,1064,1279,1329,1269,1239,1182,1063,930,1003
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","SK",":",171,2331,":",687,404,126,27,18,388,933,1010,3352,5405,4173,3109,1084,1037,1231,1613,1870,1922,1623,1318,1232,1114,966,1029
"FLIGHT","CAF_PAS","INTL_IEU27_2007","TOT","UK",":",8955,201668,":",":",25818,4028,2486,2441,49819,75509,76340,264643,345287,323238,242429,82482,78004,104157,110286,117830,117171,112886,110994,99358,87285,76518,78626
"FLIGHT","CAF_PAS","INTL_IEU27_2007","UNK","EU27_2007",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL_IEU27_2007","UNK","PT",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL_IEU27_2007","UNK","SE",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","AT",":",44,675,":",141,108,21,10,13,118,329,228,420,2204,1378,933,157,76,187,605,769,830,772,423,183,301,334,298
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","BE",":",2423,1703,":",":",":",1288,637,498,397,667,639,3171,3595,2769,1982,635,720,1816,1770,778,1047,1036,935,798,782,640,560
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","BG",1428,57,25,320,578,530,29,13,15,10,5,10,129,7507,2323,38,20,13,96,2475,2475,2557,1824,467,32,11,1,26
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","CY",550,248,225,178,192,180,99,87,62,81,87,57,657,1352,1019,261,94,128,435,414,471,467,419,370,230,103,80,78
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","CZ",":",474,849,":",":",480,305,106,63,188,317,344,1328,2433,1764,1157,379,456,493,762,836,835,775,514,475,431,387,339
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","DE",":",2001,3722,":",1908,1950,1185,467,349,903,1425,1394,4757,5669,5756,4526,1349,1537,1871,2163,1545,1961,2125,1978,1653,1679,1470,1377
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","DK",1016,186,1984,421,356,239,103,40,43,434,822,728,2225,4656,3197,2537,608,573,1044,1382,1493,1781,1484,1034,679,898,821,818
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","EE",":",10,68,":",":",":",1,7,2,21,23,24,138,418,234,120,18,24,96,132,127,159,128,72,34,41,39,40
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","EL",":",":",2204,":",":",":",":",":",":",811,740,653,5845,32765,18543,801,335,545,4965,9795,11596,11374,10042,6115,2386,323,232,246
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","ES",":",1036,7097,":",":",":",572,237,227,1881,2616,2600,9050,14784,11195,7591,2728,2972,3350,4224,5221,5339,4603,3398,3194,2783,2398,2410
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","EU27_2020",":",":",21564,":",":",":",":",":",":",5637,8228,7699,30548,78017,52484,24165,7420,7986,15142,24573,26350,27094,24247,17089,11148,9205,7683,7277
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","FI",":",93,1449,":",104,66,55,18,20,342,595,512,1481,1537,1467,1534,641,320,520,562,499,476,557,573,337,493,533,508
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","FR",":",1056,3194,":",":",2181,764,200,92,745,1328,1121,4225,10492,8485,3962,1111,1118,1996,3146,3699,3647,3253,3048,2184,1580,1250,1132
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","HR",":",27,166,":",47,31,3,12,12,55,78,33,414,1293,967,320,57,118,239,440,478,375,393,305,269,172,101,47
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","HU",":",12,61,":",":",":",2,5,5,8,23,30,89,866,255,75,38,16,35,246,305,315,184,38,33,28,15,32
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","IE",":",73,321,":",":",":",25,27,21,100,107,114,241,1126,675,432,113,42,86,336,410,380,412,201,62,165,143,124
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","IT",":",274,654,":",":",":",92,72,110,82,361,211,995,5704,3587,1189,213,157,625,1616,2132,1956,1751,1194,642,490,399,300
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","LT",":",103,195,":",":",":",46,33,24,62,73,60,265,617,449,209,50,54,161,196,198,223,234,166,49,62,67,80
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","LU",":",78,151,":",":",":",63,12,3,34,47,70,209,230,270,174,55,84,70,85,71,74,90,88,92,77,50,47
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","LV",":",61,95,":",":",":",7,26,28,45,21,29,189,420,335,126,58,51,80,111,160,149,167,101,67,35,37,54
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","MT",":",":",315,":",":",":",":",":",49,121,112,82,391,573,229,97,103,100,188,209,247,117,99,76,54,51,19,27
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","NL",":",253,633,":",388,365,136,79,38,182,248,203,819,2354,2635,1746,185,193,441,785,802,767,883,1088,664,698,537,511
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","PL",":",":",869,":",":",":",":",":",":",308,237,324,1077,6897,3581,637,204,232,641,1995,2181,2721,2318,909,354,225,206,206
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","PT",":",445,1297,":",":",":",261,124,60,344,507,446,1761,3016,2431,1431,456,518,787,870,1018,1128,935,809,687,540,431,460
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","RO",":",":",182,":",":",":",":",":",":",58,51,73,404,1112,470,206,129,123,152,356,399,357,320,102,48,62,79,65
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","SE",":",":",208,":",":",":",":",":",":",72,65,71,287,316,363,299,90,88,109,112,111,93,153,111,99,114,108,77
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","SI",":",5,19,":",72,53,2,1,2,9,6,4,40,500,170,16,7,14,19,142,174,184,129,19,22,6,4,6
"FLIGHT","CAF_PAS","INTL_IEU27_2020","N_SCHED","SK",":",179,289,":",300,216,143,23,13,47,112,130,542,1753,920,452,164,180,198,404,648,701,453,254,213,192,139,121
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","AT",":",1982,35481,":",7881,5766,1381,353,248,7454,13862,14165,45141,51571,49664,42395,14332,14278,16531,17049,17107,17415,17010,16666,15988,15787,13106,13502
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","BE",":",1995,31942,":",":",":",1216,438,341,7388,12162,12392,41758,51135,49238,37580,12757,13141,15860,16764,16960,17411,16577,16912,15749,13440,11565,12575
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","BG",7567,1869,6812,2104,2908,2555,1119,521,229,1630,2519,2663,8514,14508,10902,7245,2745,2659,3110,4835,4835,4838,4267,3500,3135,2544,2224,2477
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","CY",4903,315,4145,1238,2003,1662,314,":",1,919,1611,1615,5736,7814,6872,4584,1677,1664,2395,2550,2644,2620,2468,2304,2100,1662,1372,1550
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","CZ",":",646,12448,":",":",2115,474,164,8,2509,4828,5111,18508,26016,22182,16046,5820,5655,7033,8576,8743,8697,8413,7193,6576,5886,4902,5258
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","DE",":",12488,147520,":",34518,26896,7355,2910,2223,34314,56216,56990,200905,253106,241099,182841,57977,60523,82405,84364,83569,85173,83510,82570,75019,66039,57143,59659
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","DK",12744,2049,28819,4672,4370,3702,1267,432,350,6588,11124,11107,37646,42308,42413,34534,11062,12043,14541,14501,13981,13826,14338,14595,13480,12726,10835,10973
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","EE",":",710,5038,":",":",":",501,177,32,1103,1936,1999,6560,7494,7444,6302,1974,2038,2548,2556,2558,2380,2535,2522,2387,2195,1950,2157
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","EL",":",":",32396,":",":",":",":",":",":",7915,11687,12794,25067,61256,40456,15709,6098,6092,12877,17675,22067,21514,17730,13189,9537,5758,4729,5222
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","ES",":",3500,103600,":",":",":",2397,694,409,24284,39386,39930,146168,201491,183731,128554,43088,42683,60397,64185,68873,68433,64471,61539,57721,46364,39137,43053
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","EU27_2020",":",":",443690,":",":",":",":",":",":",98790,169704,175196,581014,764192,702571,513803,174579,175965,230470,247687,258016,258489,246407,238134,218030,185117,159106,169580
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","FI",":",2264,19661,":",2776,2156,1080,621,563,4757,7240,7664,24731,27926,27699,23730,7518,7791,9422,9478,9262,9186,9402,9553,8744,8446,7314,7970
"FLIGHT","CAF_PAS","INTL_IEU27_2020","SCHED","FR",":",4054,80707,":",":",14371,2625,782,647,18475,30757,31475,107988,138504,132241,94520,32669,32913,42406,44587,46372,47545,45005,45080,42156,34101,29488,30931
